PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Inhibition_Primary at 6 uM
RESULT_TYPE,,,,,,,FLOAT
RESULT_DESCR,,,,,,,%Inhibition in the primary screen at 6 micromolar test compound concentration; relative to Rhok2 in the presence of 13 micromolar Y-27632.
RESULT_UNIT,,,,,,,NONE
648,842846,645123,Inactive,2,,,5
649,842847,645124,Inactive,2,,,3.6
650,842848,645125,Inactive,2,,,4.6
651,842849,645126,Inactive,2,,,3.4
652,842850,645127,Inactive,1,,,1.9
653,842851,645128,Inactive,0,,,-2
654,842852,645129,Inactive,0,,,-0.6
655,842853,645130,Inactive,2,,,4.1
656,842854,645131,Inactive,0,,,0.5
657,842855,645132,Inactive,0,,,-5.4
658,842856,645133,Inactive,3,,,6.7
659,842859,645136,Inactive,0,,,-4.2
660,842860,645137,Inactive,0,,,-2.1
661,842861,645138,Inactive,1,,,2.5
662,842862,645139,Inactive,0,,,-1.1
663,842863,645140,Inactive,0,,,-0.5
664,842864,645141,Inactive,0,,,-0.3
665,842865,645142,Inactive,1,,,1.9
666,842867,645144,Inactive,0,,,-0.2
667,842868,645145,Active,16,,,27.2
668,842869,626230,Inactive,0,,,1.2
669,842870,645146,Inactive,4,,,8.4
670,842871,645147,Inactive,0,,,-3.1
671,842872,645148,Inactive,0,,,-0.1
672,842873,645149,Inactive,2,,,4.6
673,842874,645150,Inactive,1,,,3.1
674,842875,645151,Inactive,0,,,-2.3
675,842876,645152,Inactive,3,,,6
676,842877,645153,Inactive,0,,,-1.9
677,842880,645156,Inactive,1,,,2.3
678,842881,645157,Inactive,2,,,4.2
679,842882,98928,Inactive,1,,,2.3
680,842883,30627,Inactive,1,,,3.2
681,842884,645158,Inactive,0,,,0.7
682,842885,645159,Inactive,0,,,-0.5
683,842886,645160,Inactive,0,,,-0.3
684,842888,645161,Inactive,0,,,-7.9
685,842889,645162,Inactive,0,,,0.1
686,842890,645163,Inactive,2,,,3.6
687,842891,645164,Inactive,3,,,5.1
688,842892,645165,Inactive,3,,,6.4
689,842893,645166,Inactive,0,,,1.6
690,842894,604935,Inactive,0,,,-2.1
691,842896,645168,Inactive,1,,,1.9
692,842897,5769577,Inactive,2,,,4.4
693,842898,645170,Inactive,0,,,1
694,842899,645171,Inactive,0,,,1.6
695,842900,1732491,Inactive,0,,,1.4
696,842901,645173,Inactive,1,,,1.9
697,842902,645174,Inactive,3,,,5.9
698,842903,645175,Inactive,1,,,3.1
699,842904,645176,Inactive,3,,,5.8
700,842905,645177,Inactive,6,,,11.5
701,842906,645178,Inactive,3,,,5.3
702,842908,645180,Inactive,1,,,2
703,842910,54677841,Inactive,0,,,-1.3
704,842911,645183,Inactive,0,,,0.2
705,842912,645184,Inactive,2,,,4
706,842913,645185,Inactive,2,,,4.1
707,842914,645186,Inactive,0,,,0.1
708,842915,645187,Inactive,2,,,4.9
709,842917,645189,Inactive,2,,,4.4
710,842918,645190,Inactive,3,,,5.2
711,842919,645191,Inactive,5,,,9
712,842920,645192,Inactive,2,,,3.5
713,842921,645193,Inactive,1,,,2.2
714,842922,645194,Inactive,3,,,5.7
715,842923,645195,Inactive,0,,,-2.7
716,842924,645196,Inactive,0,,,-0.3
717,842925,645197,Inactive,0,,,-1.3
718,842927,645198,Inactive,1,,,2.1
719,842928,645199,Inactive,2,,,4.8
720,842929,645200,Inactive,3,,,5.7
721,842930,645201,Inactive,0,,,-6.6
722,842932,5769182,Inactive,0,,,-3.2
723,842933,645204,Inactive,1,,,1.9
724,842934,645205,Inactive,5,,,8.8
725,842935,645206,Inactive,3,,,6.3
726,842936,645207,Inactive,0,,,-1.9
727,842937,645208,Inactive,1,,,3
728,842938,645209,Inactive,0,,,-2.5
729,842939,645210,Inactive,10,,,17.1
730,842940,645211,Inactive,2,,,4.9
731,842941,645212,Inactive,0,,,-3.8
732,842942,645213,Inactive,1,,,3.2
733,842943,645214,Inactive,0,,,-1.2
734,842945,645216,Inactive,2,,,4.8
735,842946,645217,Inactive,1,,,2.5
736,842947,645218,Inactive,2,,,4.4
737,842948,6602624,Inactive,3,,,5.5
738,842949,645221,Inactive,3,,,5.2
739,842950,6602555,Inactive,1,,,3.3
740,842951,197837,Inactive,0,,,1.3
741,842952,645225,Inactive,2,,,4.8
742,842953,6602688,Inactive,1,,,3
743,842954,2733448,Inactive,2,,,4.7
744,842955,6603376,Inactive,2,,,3.6
745,842956,6603572,Inactive,0,,,1.2
746,842957,645234,Inactive,1,,,2.6
747,842958,645236,Inactive,2,,,5
748,842960,645238,Inactive,0,,,-0.5
749,842961,645239,Inactive,1,,,3.2
750,842962,645240,Inactive,0,,,-2.7
751,842963,645241,Inactive,0,,,-0.4
752,842964,645242,Inactive,4,,,8.4
753,842965,645243,Inactive,0,,,-6.5
754,842966,645244,Inactive,0,,,-1.5
755,842967,645245,Inactive,2,,,4.1
756,842968,5768708,Inactive,1,,,2.8
757,842969,645247,Inactive,0,,,-0.1
758,842970,645248,Inactive,2,,,3.7
759,842971,645249,Inactive,0,,,-1
760,842972,5523429,Inactive,0,,,-5.3
761,842973,645251,Inactive,0,,,1.1
762,842975,645253,Inactive,5,,,9.2
763,842977,645255,Inactive,1,,,3
764,842978,645256,Inactive,3,,,5.7
765,842979,645257,Inactive,1,,,2.3
766,842980,645258,Inactive,0,,,-1.3
767,842981,645259,Inactive,0,,,-1
768,842983,645261,Inactive,3,,,6.1
769,842984,645262,Inactive,0,,,-6.7
770,842985,645263,Inactive,0,,,-1.5
771,842987,645265,Inactive,0,,,0.4
772,842988,645266,Inactive,0,,,0.1
773,842989,645267,Inactive,2,,,3.7
774,842990,645268,Inactive,0,,,-0.6
775,842991,645269,Inactive,3,,,5.6
776,842992,645270,Inactive,2,,,4.8
777,842993,645271,Inactive,1,,,2.3
778,842994,645272,Inactive,5,,,8.5
779,842996,645273,Inactive,0,,,-1.8
780,842997,645274,Inactive,0,,,-2.6
781,842999,645276,Inactive,1,,,2.3
782,843000,645277,Inactive,0,,,0.4
783,843001,645278,Inactive,3,,,6.6
784,843002,645279,Inactive,1,,,3
785,843003,645280,Inactive,3,,,6.7
786,843004,645281,Inactive,0,,,-1.6
787,843005,767427,Inactive,2,,,4.2
788,843006,645283,Inactive,0,,,-3.4
789,843007,645284,Inactive,2,,,4.3
790,843008,536700,Inactive,2,,,5
791,843009,645285,Inactive,0,,,-6.5
792,843010,645286,Inactive,1,,,3
793,843011,645287,Inactive,4,,,8.3
794,843013,645289,Inactive,3,,,5.4
795,843015,645291,Inactive,0,,,-5.5
796,843016,645292,Inactive,1,,,1.7
797,843018,645294,Inactive,0,,,-3.5
798,843019,645295,Inactive,3,,,5.5
799,843020,645296,Inactive,3,,,5.7
800,843021,645297,Inactive,1,,,3.3
801,843022,645298,Inactive,3,,,6.7
802,843023,645299,Inactive,0,,,-2.1
803,843024,645300,Inactive,5,,,8.5
804,843025,645301,Inactive,3,,,5.8
805,843026,645302,Inactive,2,,,4
806,843027,645303,Inactive,2,,,4.6
807,843028,645304,Inactive,3,,,5.6
808,843029,645305,Inactive,0,,,-4.9
809,843030,645306,Inactive,3,,,6.4
810,843031,79655,Inactive,2,,,4.5
811,843032,645307,Inactive,0,,,0.9
812,843033,645308,Inactive,0,,,1.4
813,843034,645309,Inactive,1,,,2.2
814,843035,645310,Inactive,2,,,3.6
815,843036,645311,Inactive,2,,,4.8
816,843037,645312,Inactive,0,,,-4
817,843038,645313,Inactive,2,,,3.4
818,843039,645314,Inactive,2,,,3.9
819,843040,645315,Inactive,1,,,1.7
820,843041,645316,Inactive,2,,,4.3
821,843043,645318,Inactive,1,,,2.6
822,843044,645319,Inactive,0,,,1.5
823,843045,645320,Inactive,2,,,3.6
824,843046,645321,Inactive,0,,,0.4
825,843047,645322,Inactive,0,,,0.7
826,843048,645323,Inactive,1,,,2.7
827,843049,645324,Inactive,3,,,6.3
828,843050,645325,Inactive,2,,,4.2
829,843051,645326,Inactive,0,,,-1.9
830,843052,645327,Inactive,4,,,6.8
831,843053,645328,Inactive,1,,,3.1
832,843054,54687731,Inactive,0,,,1.5
833,843055,645330,Inactive,0,,,-4.6
834,843056,645331,Inactive,0,,,-9.6
835,843057,645332,Inactive,0,,,-2.2
836,843058,96863,Inactive,4,,,6.8
837,843059,645333,Inactive,3,,,6.7
838,843060,645334,Inactive,0,,,-5.1
839,843061,54690397,Inactive,2,,,4.1
840,843062,645336,Inactive,0,,,-1.4
841,843063,645337,Inactive,0,,,-6.5
842,843064,645338,Inactive,0,,,-0.3
843,843065,645339,Inactive,0,,,0.3
844,843066,645340,Inactive,0,,,1.4
845,843067,645341,Inactive,0,,,-1.4
846,843068,6602592,Inactive,0,,,-2.4
847,843071,6603040,Inactive,0,,,-2.6
848,843072,2789306,Inactive,0,,,-2.6
849,843073,6603342,Inactive,2,,,4.8
850,843074,6603359,Inactive,1,,,2.8
851,843076,645356,Inactive,0,,,0.3
852,843077,645357,Inactive,0,,,-2
853,843078,645358,Inactive,7,,,13.2
854,843079,645359,Inactive,2,,,4.5
855,843081,645361,Inactive,2,,,3.4
856,843082,645362,Inactive,4,,,7.2
857,843083,645363,Inactive,0,,,-4.2
858,843084,645364,Inactive,3,,,6
859,843085,645365,Inactive,2,,,3.9
860,843087,645367,Inactive,0,,,-0.5
861,843088,645368,Inactive,2,,,3.7
862,843089,645369,Inactive,2,,,4.1
863,843090,5770775,Inactive,0,,,-0.1
864,843092,645372,Inactive,0,,,-3.2
865,843093,645373,Inactive,0,,,-1.7
866,843095,645375,Inactive,2,,,4.5
867,843096,645376,Inactive,0,,,-2.1
868,843097,645377,Inactive,1,,,2.6
869,843099,645379,Inactive,4,,,7.2
870,843100,645380,Inactive,1,,,1.9
871,843101,645381,Inactive,6,,,10.4
872,843102,645382,Inactive,0,,,-5.8
873,843103,645383,Inactive,0,,,1.1
874,843104,645384,Inactive,0,,,-3.5
875,843105,645385,Inactive,0,,,0.1
876,843106,645386,Inactive,0,,,0.1
877,843107,645387,Inactive,6,,,10.6
878,843108,645388,Inactive,5,,,9.1
879,843109,645389,Inactive,3,,,5.2
880,843110,645390,Inactive,1,,,3.2
881,843112,645392,Inactive,2,,,4.3
882,843113,645393,Inactive,0,,,0.1
883,843115,645395,Inactive,5,,,9.2
884,843116,604664,Inactive,2,,,4.8
885,843117,645396,Inactive,0,,,-1
886,843118,645397,Inactive,2,,,4.9
887,843120,645399,Inactive,0,,,-4.8
888,843121,645400,Inactive,3,,,5.9
889,843122,645401,Inactive,1,,,2
890,843123,645402,Inactive,2,,,4.5
891,843124,645403,Inactive,2,,,4.7
892,843125,645404,Inactive,0,,,-2.5
893,843126,645405,Inactive,0,,,-0.3
894,843127,645406,Inactive,0,,,-11.8
895,843128,645407,Inactive,0,,,-1.5
896,843129,645408,Inactive,0,,,0.6
897,843130,645409,Inactive,0,,,0.2
898,843131,645410,Inactive,1,,,1.8
899,843132,5941946,Inactive,0,,,-9.9
900,843133,645412,Inactive,2,,,4.2
901,843134,645413,Inactive,4,,,7.3
902,843135,645414,Inactive,4,,,7.7
903,843136,645415,Inactive,0,,,-1.3
904,843137,645416,Inactive,3,,,5.1
905,843139,645418,Inactive,5,,,9.7
906,843140,645419,Inactive,2,,,4
907,843141,645420,Inactive,3,,,5.3
908,843142,645421,Inactive,2,,,3.8
909,843143,81857,Inactive,3,,,5.9
910,843144,645422,Inactive,6,,,10.7
911,843146,645424,Inactive,0,,,1.5
912,843147,645425,Inactive,1,,,1.9
913,843148,645426,Inactive,2,,,4.4
914,843149,645427,Inactive,3,,,6.3
915,843151,645429,Inactive,0,,,-1.9
916,843152,645430,Inactive,0,,,-0.2
917,843153,645431,Inactive,4,,,6.8
918,843154,645432,Inactive,0,,,-4.2
919,843155,645433,Inactive,2,,,3.8
920,843156,645434,Inactive,0,,,-1.5
921,843157,645435,Inactive,0,,,-2.8
922,843158,5406463,Inactive,1,,,3.2
923,843159,645437,Inactive,2,,,4.5
924,843160,645438,Inactive,0,,,1.1
925,843161,645439,Inactive,0,,,0.7
926,843162,645440,Inactive,4,,,6.8
927,843163,645441,Inactive,0,,,-0.5
928,843164,645442,Inactive,2,,,3.4
929,843165,645443,Inactive,0,,,-2.4
930,843166,645444,Inactive,0,,,-3.2
931,843167,645445,Inactive,0,,,0.8
932,843168,645446,Inactive,0,,,1.5
933,843169,645447,Inactive,1,,,2.8
934,843170,645448,Inactive,0,,,-1
935,843171,645449,Inactive,2,,,4.7
936,843173,645451,Inactive,4,,,7.5
937,843174,645452,Inactive,0,,,0.6
938,843175,645453,Inactive,3,,,6.6
939,843176,645454,Inactive,0,,,-9.4
940,843177,645455,Inactive,2,,,3.8
941,843178,645456,Inactive,0,,,-1.2
942,843179,645457,Inactive,0,,,-0.5
943,843180,645458,Inactive,2,,,4.6
944,843181,645459,Inactive,3,,,5.8
945,843182,645460,Inactive,1,,,2.8
946,843183,645461,Inactive,1,,,2.5
947,843184,645462,Inactive,4,,,7.9
948,843186,6602663,Inactive,1,,,2.7
949,843187,6603318,Inactive,1,,,2.1
950,843188,6603461,Inactive,1,,,3.2
951,843189,645470,Inactive,2,,,4.2
952,843190,70863,Inactive,0,,,0
953,843191,6603662,Inactive,3,,,6.6
954,843192,645474,Inactive,2,,,3.9
955,843193,6602582,Inactive,0,,,-1.4
956,843194,645478,Inactive,0,,,-0.8
957,843195,645479,Inactive,0,,,1.3
958,843196,645480,Inactive,0,,,0.2
959,843197,645481,Inactive,5,,,10.1
960,843198,645482,Inactive,1,,,3.2
961,843199,645483,Inactive,5,,,8.9
962,843200,645484,Inactive,0,,,-3.2
963,843201,645485,Inactive,0,,,-3.2
964,843202,645486,Inactive,0,,,-2.6
965,843203,645487,Inactive,3,,,5.9
966,843204,645488,Inactive,0,,,1.5
967,843205,5711671,Inactive,0,,,-0.6
968,843207,645491,Inactive,1,,,2.8
969,843208,645492,Inactive,1,,,2.6
970,843209,645493,Inactive,0,,,-3.1
971,843211,645495,Inactive,2,,,4.2
972,843212,645496,Inactive,1,,,2.1
973,843213,645497,Inactive,0,,,-1.9
974,843214,645498,Inactive,0,,,-3
975,843215,645499,Inactive,0,,,-1.7
976,843216,645500,Inactive,3,,,5.3
977,843217,645501,Inactive,2,,,4.2
978,843218,645502,Inactive,0,,,-3.1
979,843219,645503,Inactive,0,,,-1.3
980,843220,645504,Inactive,2,,,5
981,843221,645505,Inactive,0,,,-2.6
982,843222,5769020,Inactive,0,,,-4.2
983,843223,645507,Inactive,0,,,-2.9
984,843225,645509,Inactive,0,,,-0.7
985,843226,645510,Inactive,1,,,2.4
986,843227,645511,Inactive,0,,,-4.9
987,843228,645512,Inactive,2,,,4.4
988,843229,645513,Inactive,2,,,3.9
989,843230,619283,Inactive,0,,,-3.7
990,843231,645514,Inactive,4,,,7.3
991,843232,645515,Inactive,2,,,4
992,843234,645517,Inactive,0,,,-3.9
993,843235,645518,Inactive,0,,,-4.2
994,843236,645519,Inactive,1,,,1.8
995,843237,645520,Inactive,1,,,2
996,843238,645521,Inactive,0,,,-2.7
997,843239,599871,Inactive,2,,,4.6
998,843241,645523,Inactive,0,,,1.3
999,843242,54689675,Inactive,2,,,4.3
1000,843243,645525,Inactive,2,,,3.8
1001,843244,645526,Inactive,0,,,-2.6
1002,843245,645527,Inactive,1,,,3.1
1003,843246,304906,Inactive,0,,,0.8
1004,843247,645528,Inactive,0,,,-3.3
1005,843248,645529,Inactive,2,,,4
1006,843249,645530,Inactive,0,,,1.1
1007,843250,645531,Inactive,0,,,-3.1
1008,843251,645532,Inactive,0,,,0.1
1009,843252,645533,Inactive,0,,,-6.8
1010,843253,5284840,Inactive,0,,,-7.7
1011,843254,645535,Inactive,0,,,-5.6
1012,843255,645536,Inactive,0,,,-2.5
1013,843256,645537,Inactive,4,,,6.9
1014,843257,645538,Inactive,2,,,4.3
1015,843258,645539,Inactive,4,,,7.9
1016,843259,645540,Inactive,4,,,7.9
1017,843260,645541,Inactive,0,,,-2.8
1018,843262,645543,Inactive,1,,,2.5
1019,843263,5347777,Inactive,0,,,-3
1020,843264,645545,Inactive,1,,,2.9
1021,843265,645546,Inactive,3,,,5.8
1022,843266,5770442,Inactive,1,,,2.8
1023,843267,645548,Inactive,0,,,0.3
1024,843268,645549,Inactive,0,,,0.1
1025,843269,645550,Inactive,2,,,5
1026,843270,645551,Inactive,0,,,-0.1
1027,843272,645553,Inactive,3,,,5.3
1028,843273,645554,Inactive,0,,,1.6
1029,843274,645555,Inactive,0,,,0.9
1030,843275,645556,Inactive,1,,,3
1031,843276,645557,Inactive,3,,,6.2
1032,843277,645558,Inactive,3,,,6.1
1033,843279,645559,Inactive,4,,,7.1
1034,843280,645560,Inactive,3,,,6.4
1035,843281,645561,Inactive,0,,,-2.1
1036,843282,645562,Inactive,5,,,10.1
1037,843284,645564,Inactive,4,,,7.2
1038,843285,645565,Inactive,2,,,5
1039,843287,5347809,Inactive,9,,,16.1
1040,843288,645568,Inactive,0,,,1.3
1041,843289,645569,Active,30,,,50.8
1042,843290,645570,Inactive,4,,,7.1
1043,843291,645571,Inactive,0,,,-1.6
1044,843292,645572,Inactive,0,,,1.1
1045,843293,5447101,Inactive,1,,,2.3
1046,843294,645574,Inactive,0,,,-2.2
1047,843295,645575,Inactive,1,,,3
1048,843296,645576,Inactive,0,,,-1.2
1049,843297,645577,Inactive,0,,,1.2
1050,843298,645578,Inactive,0,,,-0.2
1051,843299,645579,Inactive,0,,,0.1
1052,843300,645580,Inactive,0,,,-3
1053,843301,645581,Inactive,4,,,7.1
1054,843303,645583,Inactive,0,,,-1.3
1055,843304,645584,Inactive,1,,,3.2
1056,843305,645585,Inactive,0,,,-6.6
1057,843306,645586,Inactive,2,,,4.1
1058,843307,6602684,Inactive,0,,,1
1059,843308,6603047,Inactive,0,,,-1.6
1060,843309,6603325,Inactive,0,,,1.3
1061,843310,6602673,Inactive,0,,,-0.3
1062,843311,6602617,Inactive,0,,,-1.4
1063,843312,6602532,Inactive,2,,,4
1064,843313,645599,Inactive,1,,,1.8
1065,843314,6603179,Inactive,0,,,1.3
1066,843315,645603,Inactive,2,,,4.2
1067,843316,2931068,Inactive,0,,,0.9
1068,843317,645607,Inactive,1,,,1.7
1069,843318,6398895,Inactive,0,,,-4.5
1070,843319,645611,Inactive,1,,,1.8
1071,843321,645613,Inactive,0,,,-3.9
1072,843322,645614,Inactive,5,,,9.7
1073,843323,645615,Inactive,2,,,4
1074,843324,645616,Inactive,2,,,4.5
1075,843325,549251,Inactive,0,,,-0.9
1076,843326,645617,Inactive,0,,,-3.2
1077,843327,645618,Inactive,2,,,4.8
1078,843328,645619,Inactive,4,,,7.8
1079,843329,645620,Inactive,2,,,4.5
1080,843331,645622,Inactive,1,,,1.8
1081,843332,645623,Inactive,0,,,0.3
1082,843333,645624,Inactive,4,,,7.4
1083,843334,645625,Inactive,0,,,-3
1084,843335,645626,Inactive,3,,,5.2
1085,843336,645627,Inactive,3,,,5.5
1086,843338,645629,Inactive,1,,,2
1087,843339,645630,Inactive,2,,,4
1088,843340,645631,Inactive,2,,,3.5
1089,843341,645632,Inactive,1,,,2
1090,843342,645633,Inactive,0,,,-5
1091,843344,645635,Inactive,1,,,1.7
1092,843345,645636,Inactive,0,,,-2.4
1093,843346,645637,Inactive,1,,,1.7
1094,843347,600125,Inactive,0,,,0.9
1095,843348,645638,Inactive,2,,,4.3
1096,843349,645639,Inactive,1,,,2.8
1097,843350,645640,Inactive,0,,,-0.5
1098,843351,645641,Inactive,0,,,1.4
1099,843352,645642,Inactive,1,,,1.8
1100,843353,645643,Inactive,4,,,6.9
1101,843354,645644,Inactive,1,,,3.3
1102,843355,645645,Inactive,1,,,2
1103,843357,645647,Inactive,0,,,-0.2
1104,843358,645648,Inactive,1,,,2.2
1105,843359,645649,Inactive,2,,,4.2
1106,843360,645650,Inactive,1,,,3.3
1107,843361,645651,Inactive,0,,,-1.7
1108,843363,645653,Inactive,2,,,4.5
1109,843364,645654,Inactive,1,,,3.2
1110,843365,645655,Inactive,2,,,4.2
1111,843366,645656,Inactive,0,,,-7.2
1112,843367,5765352,Inactive,3,,,6.2
1113,843368,645658,Inactive,1,,,2.6
1114,843369,645659,Inactive,2,,,5
1115,843370,5769168,Inactive,3,,,6.4
1116,843371,645661,Inactive,2,,,3.5
1117,843372,645662,Inactive,2,,,5
1118,843373,645663,Inactive,0,,,0.5
1119,843374,645664,Inactive,0,,,-1
1120,843375,238492,Inactive,2,,,4.7
1121,843376,645665,Inactive,2,,,4.5
1122,843377,645666,Inactive,0,,,-2.1
1123,843378,645667,Inactive,0,,,-3.9
1124,843379,645668,Inactive,3,,,5.4
1125,843381,645670,Inactive,1,,,2.6
1126,843382,645671,Inactive,2,,,3.4
1127,843383,645672,Inactive,4,,,7.6
1128,843384,645673,Inactive,0,,,-0.8
1129,843385,645674,Inactive,3,,,5.2
1130,843386,645675,Inactive,3,,,6.5
1131,843387,645676,Inactive,5,,,8.6
1132,843388,645677,Inactive,2,,,4.2
1133,843390,645679,Inactive,0,,,-7
1134,843391,645680,Inactive,0,,,-9.4
1135,843392,645681,Inactive,3,,,6.3
1136,843395,645684,Inactive,0,,,1.5
1137,843396,645685,Inactive,2,,,4.5
1138,843397,645686,Inactive,0,,,-4.4
1139,843398,410075,Inactive,0,,,-4
1140,843400,645688,Inactive,1,,,2.4
1141,843401,645689,Inactive,0,,,-0.8
1142,843402,645690,Inactive,2,,,3.5
1143,843403,645691,Inactive,2,,,3.5
1144,843404,645692,Inactive,0,,,-2.3
1145,843405,645693,Inactive,2,,,4.2
1146,843406,645694,Inactive,1,,,2.3
1147,843407,645695,Inactive,0,,,0.4
1148,843408,645696,Inactive,1,,,3.3
1149,843409,645697,Inactive,0,,,-1.3
1150,843411,645699,Inactive,0,,,-1.6
1151,843412,645700,Inactive,0,,,1.3
1152,843413,645701,Inactive,1,,,2.7
1153,843414,645702,Inactive,0,,,0.9
1154,843415,645703,Inactive,0,,,0.5
1155,843416,645704,Inactive,0,,,1.6
1156,843417,645705,Inactive,5,,,9.8
1157,843418,6602667,Inactive,0,,,-1.6
1158,843419,6602569,Inactive,0,,,-8.2
1159,843420,6602643,Inactive,2,,,5
1160,843422,5721248,Inactive,2,,,4.7
1161,843423,6603395,Inactive,2,,,4.8
1162,843424,645718,Inactive,1,,,2.1
1163,843425,6602762,Inactive,4,,,6.8
1164,843426,2953078,Inactive,0,,,-5.2
1165,843427,2958313,Inactive,0,,,0.4
1166,843428,645725,Inactive,2,,,4
1167,843430,645727,Inactive,0,,,-5.6
1168,843431,645728,Inactive,0,,,-1
1169,843432,645729,Inactive,0,,,0.6
1170,843433,645730,Inactive,3,,,6.6
1171,843434,645731,Inactive,3,,,5.1
1172,843435,645732,Inactive,2,,,3.8
1173,843436,645733,Inactive,0,,,1.3
1174,843437,645734,Inactive,3,,,5.8
1175,843438,645735,Inactive,2,,,5
1176,843439,645736,Inactive,1,,,3.3
1177,843441,645738,Inactive,0,,,-3.2
1178,843442,645739,Inactive,0,,,-4
1179,843443,645740,Inactive,2,,,4.1
1180,843444,645741,Inactive,0,,,-1.8
1181,843445,645742,Inactive,0,,,-5.5
1182,843446,607402,Inactive,1,,,2.4
1183,843447,645743,Inactive,0,,,-2.6
1184,843448,645744,Inactive,2,,,4.5
1185,843449,645745,Inactive,3,,,5.7
1186,843450,645746,Inactive,3,,,5.6
1187,843451,645747,Inactive,1,,,3.2
1188,843452,645748,Inactive,3,,,5.2
1189,843453,645749,Inactive,0,,,-2
1190,843454,645750,Inactive,2,,,4.8
1191,843455,645751,Inactive,0,,,-4.2
1192,843457,645753,Inactive,0,,,1.2
1193,843458,645754,Inactive,0,,,-0.2
1194,843459,645755,Inactive,0,,,-1.3
1195,843460,645756,Inactive,0,,,-1
1196,843461,645757,Inactive,0,,,-9.3
1197,843462,645758,Inactive,0,,,-2.6
1198,843463,645759,Inactive,3,,,6.7
1199,843464,645760,Inactive,0,,,-0.8
1200,843465,559927,Inactive,0,,,-6.4
1201,843466,645761,Inactive,0,,,-1.3
1202,843467,645762,Inactive,0,,,-6.4
1203,843468,645763,Inactive,8,,,14.6
1204,843469,645764,Inactive,4,,,7
1205,843470,645765,Inactive,2,,,4.5
1206,843471,645766,Inactive,1,,,3.1
1207,843472,645767,Inactive,1,,,2.7
1208,843473,645768,Inactive,0,,,-3.6
1209,843475,645770,Inactive,1,,,1.9
1210,843476,645771,Inactive,3,,,6.6
1211,843477,645772,Inactive,1,,,2.3
1212,843478,645773,Inactive,1,,,2.5
1213,843479,645774,Inactive,1,,,2.8
1214,843480,645775,Inactive,3,,,5.6
1215,843481,645776,Inactive,1,,,2.7
1216,843482,645777,Inactive,3,,,6.6
1217,843483,645778,Inactive,1,,,2.7
1218,843484,645779,Inactive,2,,,4.3
1219,843485,645780,Inactive,2,,,3.9
1220,843486,645781,Inactive,0,,,-9.7
1221,843487,569649,Inactive,0,,,-0.4
1222,843488,645782,Inactive,3,,,5.7
1223,843489,645783,Inactive,0,,,1.6
1224,843490,645784,Inactive,0,,,1.1
1225,843492,645786,Inactive,4,,,7.2
1226,843493,645787,Inactive,3,,,6.4
1227,843494,645788,Inactive,0,,,0
1228,843496,645790,Inactive,3,,,6.5
1229,843497,645791,Inactive,0,,,-11.3
1230,843498,645792,Inactive,0,,,-8.5
1231,843499,645793,Inactive,1,,,2.9
1232,843500,645794,Inactive,0,,,-6.8
1233,843501,645795,Inactive,5,,,8.8
1234,843502,645796,Inactive,2,,,4.9
1235,843503,645797,Inactive,0,,,-2.1
1236,843504,645798,Inactive,0,,,1.1
1237,843505,5408378,Inactive,0,,,1
1238,843506,645800,Inactive,1,,,2.2
1239,843507,645801,Inactive,1,,,2.5
1240,843508,645802,Inactive,0,,,-4.2
1241,843509,645803,Inactive,0,,,1.5
1242,843510,645804,Inactive,5,,,9.4
1243,843511,645805,Inactive,2,,,4
1244,843512,247817,Inactive,3,,,6
1245,843513,645806,Inactive,1,,,2.7
1246,843514,645807,Inactive,1,,,2.2
1247,843515,645808,Inactive,0,,,1.1
1248,843516,645809,Inactive,2,,,4.6
1249,843517,5413217,Inactive,0,,,-1.4
1250,843519,645812,Inactive,0,,,-1.8
1251,843520,616884,Inactive,0,,,0.1
1252,843521,645813,Inactive,3,,,5.7
1253,843523,645815,Inactive,1,,,1.8
1254,843524,645816,Inactive,0,,,1.4
1255,843525,645817,Inactive,2,,,4.2
1256,843526,645818,Inactive,2,,,4.2
1257,843527,645819,Inactive,0,,,-3.6
1258,843528,6602641,Inactive,0,,,-0.5
1259,843529,6603024,Inactive,4,,,7.5
1260,843530,6602557,Inactive,0,,,-0.6
1261,843531,6602682,Inactive,0,,,0.7
1262,843532,6603421,Inactive,2,,,3.6
1263,843533,6603341,Inactive,0,,,-1.1
